filename,duration,rms_mean,rms_std,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,mfcc_mu_1,mfcc_mu_2,mfcc_mu_3,mfcc_mu_4,mfcc_mu_5,mfcc_mu_6,mfcc_mu_7,mfcc_mu_8,mfcc_mu_9,mfcc_mu_10,mfcc_mu_11,mfcc_mu_12,mfcc_mu_13,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12,mfcc_var_13,logmel_mu_band_1,logmel_mu_band_2,logmel_mu_band_3,logmel_mu_band_4,logmel_mu_band_5,logmel_mu_band_6,logmel_mu_band_7,logmel_mu_band_8,logmel_mu_band_9,logmel_mu_band_10,logmel_mu_band_11,logmel_mu_band_12,logmel_mu_band_13,logmel_mu_band_14,logmel_mu_band_15,logmel_mu_band_16,logmel_mu_band_17,logmel_mu_band_18,logmel_mu_band_19,logmel_mu_band_20,logmel_mu_band_21,logmel_mu_band_22,logmel_mu_band_23,logmel_mu_band_24,logmel_mu_band_25,logmel_mu_band_26,logmel_mu_band_27,logmel_mu_band_28,logmel_mu_band_29,logmel_mu_band_30,logmel_mu_band_31,logmel_mu_band_32,logmel_mu_band_33,logmel_mu_band_34,logmel_mu_band_35,logmel_mu_band_36,logmel_mu_band_37,logmel_mu_band_38,logmel_mu_band_39,logmel_mu_band_40,logmel_mu_band_41,logmel_mu_band_42,logmel_mu_band_43,logmel_mu_band_44,logmel_mu_band_45,logmel_mu_band_46,logmel_mu_band_47,logmel_mu_band_48,logmel_mu_band_49,logmel_mu_band_50,logmel_mu_band_51,logmel_mu_band_52,logmel_mu_band_53,logmel_mu_band_54,logmel_mu_band_55,logmel_mu_band_56,logmel_mu_band_57,logmel_mu_band_58,logmel_mu_band_59,logmel_mu_band_60,logmel_mu_band_61,logmel_mu_band_62,logmel_mu_band_63,logmel_mu_band_64,logmel_std_band_1,logmel_std_band_2,logmel_std_band_3,logmel_std_band_4,logmel_std_band_5,logmel_std_band_6,logmel_std_band_7,logmel_std_band_8,logmel_std_band_9,logmel_std_band_10,logmel_std_band_11,logmel_std_band_12,logmel_std_band_13,logmel_std_band_14,logmel_std_band_15,logmel_std_band_16,logmel_std_band_17,logmel_std_band_18,logmel_std_band_19,logmel_std_band_20,logmel_std_band_21,logmel_std_band_22,logmel_std_band_23,logmel_std_band_24,logmel_std_band_25,logmel_std_band_26,logmel_std_band_27,logmel_std_band_28,logmel_std_band_29,logmel_std_band_30,logmel_std_band_31,logmel_std_band_32,logmel_std_band_33,logmel_std_band_34,logmel_std_band_35,logmel_std_band_36,logmel_std_band_37,logmel_std_band_38,logmel_std_band_39,logmel_std_band_40,logmel_std_band_41,logmel_std_band_42,logmel_std_band_43,logmel_std_band_44,logmel_std_band_45,logmel_std_band_46,logmel_std_band_47,logmel_std_band_48,logmel_std_band_49,logmel_std_band_50,logmel_std_band_51,logmel_std_band_52,logmel_std_band_53,logmel_std_band_54,logmel_std_band_55,logmel_std_band_56,logmel_std_band_57,logmel_std_band_58,logmel_std_band_59,logmel_std_band_60,logmel_std_band_61,logmel_std_band_62,logmel_std_band_63,logmel_std_band_64,label
00000000.wav,10,0.007617256,0.000729017,0.045508752,0.004056845,1417.440259,55.92680427,1618.948113,42.9931585,2787.077974,176.2339782,-20.30755813,-0.436462509,-3.134315667,-3.027469797,-2.767316945,-1.20261139,-0.321583932,0.41686201,-0.200740497,-0.878241451,-0.769180992,-0.890412766,-1.072241794,0.254436118,0.203500951,0.191772227,0.298274577,0.166558787,0.159540946,0.177458539,0.152138358,0.127627753,0.097593823,0.088335503,0.109645625,0.095590366,-8.031428616,-7.658059584,-7.588404798,-7.43689752,-7.31524421,-7.66732977,-7.84756574,-6.937628534,-6.431997467,-7.552532087,-8.352276458,-8.360000966,-8.273163176,-7.954979072,-6.413141823,-6.623090856,-7.048802465,-7.550957012,-8.292119726,-7.268626386,-7.116840939,-8.739573419,-8.287894017,-7.399474645,-7.824950324,-8.646410212,-8.739209323,-8.507407292,-8.500830419,-8.897196014,-8.852178824,-8.692318755,-8.839984657,-8.811394891,-8.928152242,-8.939977656,-9.087308221,-9.18396474,-9.145915329,-9.23873269,-9.381174263,-9.438083188,-9.54641509,-9.626804218,-9.692563245,-9.727868344,-9.698561167,-9.758404944,-9.748664812,-9.807495355,-9.910086748,-9.977372443,-9.978174431,-10.07031211,-10.13444652,-10.19685291,-10.30910703,-10.39440315,-10.39590149,-10.35642659,-10.46524159,-10.59853892,-10.47333793,-10.66881059,0.389879768,0.388040368,0.300078556,0.299200581,0.337374906,0.321470426,0.321117996,0.138500236,0.136368561,0.169191403,0.311932154,0.275841362,0.280269266,0.269079876,0.164902169,0.174409992,0.344949169,0.29254167,0.249143657,0.212078509,0.25061678,0.232636786,0.300780937,0.338646538,0.249249134,0.209011886,0.298007268,0.221889775,0.239969081,0.200079504,0.207385271,0.241025246,0.203097379,0.208277458,0.215430708,0.211392573,0.199252202,0.183488517,0.1919993,0.173295953,0.171327937,0.167094107,0.167738478,0.178120373,0.156608861,0.148223533,0.15181193,0.148035383,0.146907704,0.135179601,0.143912499,0.14219517,0.140483782,0.136286133,0.135092918,0.135870272,0.12905057,0.127780866,0.126878434,0.131344009,0.109350509,0.117513767,0.130319859,0.120543864,1
00000001.wav,10,0.007900037,0.000728468,0.049928323,0.004586254,1662.284758,70.52415555,1843.590006,45.42522816,3689.961817,222.1603397,-18.3791028,-2.018876439,-2.126036439,-2.818747113,-2.969584059,-1.96537697,-0.873289792,0.606700786,-0.217914459,-0.956136864,-0.890809396,-1.370611784,-0.394223018,0.303330638,0.230202474,0.207807033,0.282719127,0.240385544,0.167517665,0.187561941,0.219332667,0.138696714,0.119591077,0.125338448,0.107878546,0.07835649,-8.050405337,-7.646570518,-7.584929423,-7.413241422,-7.446599782,-7.693952711,-7.897093756,-6.864868994,-6.367564072,-7.309934211,-7.456356784,-7.90213488,-8.212676802,-8.010590626,-6.427347949,-6.632775976,-8.1204058,-8.026782898,-7.835229851,-6.786282861,-6.990023191,-8.626941609,-8.696842582,-8.422203528,-7.98158474,-8.520574311,-8.976722553,-8.73072469,-8.443994316,-8.899725916,-8.561338805,-8.538325156,-8.837934158,-8.764177584,-8.835626891,-8.967545118,-8.949793721,-8.832965185,-8.799669058,-8.938036824,-9.133913971,-9.205494403,-9.352458467,-9.442360038,-9.516925239,-9.537926965,-9.526028041,-9.544369179,-9.544363349,-9.532783993,-9.51653818,-9.488401085,-9.513631596,-9.536544372,-9.656542244,-9.806142274,-9.962910218,-10.06055644,-10.01880794,-9.946076063,-9.952552581,-9.993838444,-10.07177751,-10.35698405,0.405118862,0.380394087,0.322623767,0.36479363,0.31782151,0.296022734,0.308103118,0.113519971,0.116650175,0.183673823,0.373840022,0.31873489,0.263636095,0.226023147,0.166462249,0.162808834,0.309184469,0.282408434,0.336318565,0.301275607,0.233928871,0.226758751,0.225176195,0.213729436,0.275952183,0.204418904,0.205425971,0.243741367,0.253748961,0.200462812,0.253361447,0.212582955,0.193768162,0.177132858,0.208298587,0.203465009,0.176957561,0.181908444,0.19477311,0.169883038,0.170578382,0.169228156,0.174469125,0.16558738,0.158066585,0.160158261,0.151303769,0.150060251,0.145762322,0.136412752,0.146312863,0.143956851,0.132964748,0.141320725,0.142965328,0.153356157,0.13629313,0.125401942,0.127984275,0.122407006,0.123063247,0.115222682,0.121236562,0.123746213,1
00000002.wav,10,0.007625921,0.000800409,0.052031688,0.006725869,1524.569013,124.0530711,1564.750904,61.24611271,3048.985129,241.6354074,-18.23826586,-1.315900419,-4.276471978,-0.746151147,-2.890255993,-1.493423458,-1.285915141,0.094353648,-0.730499771,-0.484049402,-0.751073931,-0.808976624,-0.551265748,1.373377455,0.830528887,0.269089089,0.37879769,0.199546409,0.212087799,0.173083033,0.210401926,0.179453393,0.122097233,0.147776829,0.125661426,0.104252446,-7.661431648,-7.331444807,-7.40629254,-7.534779461,-7.737589892,-7.682008014,-7.458404052,-6.714271467,-6.272274983,-7.362740607,-7.883370509,-7.742322186,-7.732712896,-7.767902654,-6.550035261,-6.750476958,-8.035636838,-8.034599286,-8.027140996,-7.349425148,-7.213728556,-8.36397168,-8.315245868,-8.18297247,-7.828877048,-8.333881574,-8.565076177,-8.395279923,-8.228577921,-8.486226685,-8.473736993,-8.390166323,-8.449151974,-8.448257303,-8.497600574,-8.659783121,-8.681573224,-8.564103782,-8.480053665,-8.743588131,-8.813304987,-8.871592251,-8.975845017,-9.057268237,-9.168363383,-9.252546812,-9.326247871,-9.394134808,-9.392467889,-9.538115754,-9.638330485,-9.734316834,-9.579133311,-9.757145991,-9.925038749,-10.04018275,-10.17108217,-10.29757961,-10.38972768,-10.55267322,-10.68389353,-10.76695071,-10.80371547,-10.97907238,0.379354104,0.386352829,0.334842009,0.345470215,0.334765383,0.348172066,0.308040431,0.143313041,0.142416145,0.164138157,0.313669117,0.306063227,0.355721609,0.347819287,0.196613709,0.191179986,0.304663077,0.29893334,0.306830847,0.233005344,0.24558185,0.294807234,0.286799087,0.261123302,0.293629213,0.224264505,0.247945362,0.224844698,0.224659194,0.266763653,0.270764036,0.230307737,0.227536739,0.230944725,0.261188748,0.256814298,0.251971104,0.345742021,0.366346342,0.256669944,0.251762831,0.233584675,0.254460604,0.232200596,0.230690665,0.227880774,0.212083508,0.250107103,0.23302314,0.206988575,0.213547323,0.236588393,0.219112674,0.216273239,0.213127919,0.225088964,0.209177352,0.195664614,0.192989651,0.216332203,0.216583815,0.204690501,0.191822006,0.183390244,1
00000003.wav,10,0.007865197,0.000556621,0.042228503,0.004358879,1419.118748,56.9037059,1680.607033,44.82091589,2909.515675,184.7611942,-19.5793762,-0.275108874,-2.166720244,-2.602563006,-2.567620734,-1.435522711,-0.72924141,0.157132914,-0.236480252,-1.040034356,-1.060923442,-0.88902915,-0.374843431,0.285488263,0.197386727,0.218194323,0.261369941,0.197225111,0.151884793,0.207626307,0.181711623,0.128547291,0.111433369,0.149141469,0.098862076,0.109666738,-7.978067308,-7.413871739,-7.41981106,-7.262100871,-7.123778408,-7.384478791,-7.747168964,-6.767440428,-6.271832672,-7.34990102,-7.992327702,-7.507303024,-7.770595812,-8.020967695,-6.515701095,-6.753593676,-8.155740823,-8.27737015,-8.302031416,-7.24757493,-6.774302651,-7.932016882,-8.726395053,-8.465226534,-7.922082322,-8.421242623,-8.75862703,-8.648473355,-8.471068585,-8.894762355,-8.997602642,-8.523079829,-8.681266846,-8.79891601,-8.91698118,-9.110313701,-9.167815147,-9.188667755,-9.121389433,-9.22350762,-9.34063617,-9.418501365,-9.509704294,-9.613704657,-9.676227506,-9.698679953,-9.651660256,-9.69716897,-9.700318248,-9.738099618,-9.83694892,-9.822827969,-9.88842307,-9.981180882,-10.07372062,-10.11045488,-10.2138629,-10.28358995,-10.250069,-10.18938804,-10.32351095,-10.45025209,-10.36448273,-10.56453154,0.400557479,0.387101439,0.311156487,0.317493449,0.301779812,0.298432694,0.30885787,0.093762124,0.110401164,0.178926805,0.296800313,0.327896207,0.290051388,0.190268845,0.144454738,0.139780544,0.309553804,0.258847686,0.261504944,0.275040286,0.304998981,0.329260516,0.251927385,0.210285133,0.257733015,0.211897789,0.231119477,0.207968796,0.235873419,0.20502135,0.19834494,0.248442039,0.206499913,0.186818416,0.223432911,0.189069937,0.185644034,0.183372502,0.186057241,0.178170931,0.1820465,0.166452642,0.163290731,0.16028104,0.156482489,0.151047259,0.149779049,0.161523633,0.144827224,0.138492707,0.148970607,0.149623937,0.131222893,0.13403649,0.143199269,0.137359059,0.131579241,0.130253505,0.12305194,0.123650378,0.123376397,0.119730833,0.116433444,0.10548039,1
00000004.wav,10,0.008098047,0.000714656,0.042449169,0.003718507,1436.806964,57.47349049,1719.167302,44.65793641,2988.394293,189.1298059,-19.415523,-0.479690788,-1.89334089,-2.722521205,-2.678507923,-1.592307062,-0.689393595,0.225887513,0.083047046,-0.73764877,-0.99065511,-1.265512043,-0.853467779,0.237558358,0.185201177,0.186185766,0.308813833,0.255269693,0.166228874,0.144130026,0.154635901,0.134322969,0.087224653,0.105227471,0.11276511,0.10526968,-7.814802866,-7.34212821,-7.426407028,-7.255523985,-7.093327427,-7.444569152,-7.762868966,-6.780665256,-6.279364335,-7.366015602,-7.824569998,-7.867632167,-7.631724951,-8.20403278,-6.493756213,-6.705450444,-8.178786502,-6.950881124,-7.198963429,-7.280798137,-7.114936307,-8.404946664,-8.691224228,-8.370793451,-7.925887477,-8.627765136,-8.90038576,-8.619040847,-8.244978261,-8.857008603,-8.985151838,-8.686273864,-8.828295903,-8.812542477,-8.93053889,-9.132793139,-9.167574268,-9.184317605,-9.115584449,-9.184927116,-9.379273502,-9.404848988,-9.515940242,-9.597756561,-9.648351358,-9.672306112,-9.647384262,-9.658320297,-9.672710306,-9.708235997,-9.777214156,-9.759041795,-9.863759253,-9.974516583,-10.05969732,-10.07303598,-10.1764688,-10.20848086,-10.13884034,-10.07039551,-10.33435559,-10.33607912,-10.2566991,-10.39127187,0.383665856,0.363190336,0.282623058,0.330016279,0.342158193,0.282349647,0.276709483,0.087338441,0.114312008,0.157572764,0.353950147,0.302705952,0.370767586,0.219892554,0.17810612,0.177542265,0.234818451,0.363797811,0.352027622,0.233831222,0.23836049,0.248842954,0.212770185,0.210880397,0.26399002,0.199413623,0.206789069,0.222105552,0.235767405,0.19835446,0.200921651,0.243832398,0.195388838,0.205964057,0.210476841,0.20347305,0.18268909,0.193821859,0.191755319,0.176251923,0.165203386,0.170082237,0.164052439,0.17441796,0.153637946,0.152410194,0.148124098,0.151940794,0.148384169,0.134597067,0.127065019,0.146500437,0.129366118,0.133847247,0.125010052,0.137489866,0.130577661,0.140913672,0.131614026,0.131993369,0.112750534,0.118741499,0.12666456,0.128403203,1
00000005.wav,10,0.008162285,0.000630645,0.038859049,0.004398614,1260.881679,56.29890504,1491.432837,34.4853757,2599.075563,134.4461065,-19.7676521,0.593111815,-3.053255939,-1.093468762,-2.739449497,-0.902522479,-1.013301962,0.263601209,-0.279958112,-0.367516817,-0.784171398,-0.668315842,-0.503013298,0.26215771,0.2066552,0.224791649,0.238030155,0.174597769,0.160376788,0.170490994,0.171265819,0.139899245,0.121422551,0.123597358,0.1045462,0.07990757,-7.323768856,-6.911718148,-6.949781203,-7.283499459,-7.286243016,-7.380881493,-7.447160454,-6.701603168,-6.249451734,-7.193267008,-7.74995164,-7.755846297,-7.750068757,-7.743252381,-6.485779664,-6.713482577,-8.204901048,-8.203302127,-8.039257555,-7.248429159,-7.140762353,-8.529228589,-8.473591233,-8.329110119,-7.876401687,-8.49465236,-8.708356821,-8.547798047,-8.328464785,-8.65573247,-8.786679683,-8.597500227,-8.685001181,-8.700860747,-8.808234966,-8.985624662,-9.053630101,-9.058461651,-9.037815708,-9.115939128,-9.216389326,-9.234706142,-9.348705392,-9.451131881,-9.521806477,-9.591954351,-9.569265008,-9.629186956,-9.650744078,-9.728296792,-9.824022872,-9.943383912,-9.95887008,-10.0119132,-10.16587827,-10.23542622,-10.36863905,-10.48204932,-10.57434492,-10.75273992,-10.8860579,-10.97116067,-10.98790153,-11.11726866,0.334133262,0.327059656,0.298560555,0.303915994,0.340713717,0.2978875,0.31005892,0.219438253,0.214064726,0.217005601,0.264493316,0.272650786,0.284230006,0.224952387,0.151156395,0.157131624,0.242808148,0.25341643,0.243430407,0.213429475,0.237143548,0.228729767,0.232569203,0.22112221,0.307210307,0.210749683,0.21936666,0.221251094,0.238681558,0.208106237,0.1828467,0.219007352,0.197463049,0.204037743,0.207736948,0.185607761,0.176231783,0.158389107,0.188096676,0.181049285,0.169592722,0.158888621,0.168455037,0.156623081,0.163776823,0.156388345,0.153534474,0.147771283,0.135710319,0.143989113,0.139195816,0.133265947,0.134069212,0.137242841,0.125353388,0.136208814,0.139563378,0.125970337,0.124528132,0.120268205,0.117072535,0.111876699,0.115813145,0.107778059,1
00000006.wav,10,0.007442059,0.000599118,0.044705904,0.004015695,1423.234151,55.04471995,1640.394549,42.93303022,2801.748392,175.5085721,-20.00672587,-0.400176624,-2.93479637,-2.898108881,-2.320467499,-1.040348824,-0.470480974,0.045092067,-0.607058004,-1.303830644,-0.875160679,-0.692333914,-0.71085816,0.229887557,0.190738523,0.246309042,0.285161254,0.215890866,0.197322694,0.174733716,0.131308182,0.137877483,0.144250217,0.101730898,0.128532733,0.102869718,-7.957828496,-7.618782877,-7.606261061,-7.37543801,-7.199853739,-7.528087835,-7.7544621,-6.789247436,-6.302978207,-7.469502603,-8.281827695,-8.159893641,-8.069224485,-7.643772417,-6.575185764,-6.757464359,-7.754098731,-8.337255064,-8.107189775,-7.328964099,-7.198636938,-8.307364952,-7.265405582,-7.713436499,-7.879136174,-8.478355036,-8.812699139,-8.580531706,-8.393214232,-8.699020304,-9.003701448,-8.677141403,-8.781120006,-8.70634115,-8.691742679,-9.015175865,-9.21082898,-9.199353695,-9.127052381,-9.225851316,-9.374927419,-9.449450898,-9.54971737,-9.647306107,-9.719330295,-9.745823442,-9.719117031,-9.737545783,-9.728918224,-9.805709393,-9.90776631,-9.881533304,-9.938622167,-10.08869068,-10.15827709,-10.17463838,-10.29157316,-10.36083595,-10.3171913,-10.25037672,-10.46153479,-10.46941817,-10.43850258,-10.62246479,0.399711632,0.38259566,0.316106546,0.329656323,0.322626358,0.302488178,0.317809249,0.102070121,0.110842838,0.153862285,0.295957634,0.288604978,0.268236718,0.3819907,0.174001937,0.168511243,0.36459694,0.260321887,0.289421116,0.225709341,0.241628179,0.240158823,0.392568369,0.295224913,0.272938294,0.199211571,0.241107979,0.339238969,0.252998867,0.237468146,0.178139069,0.263090772,0.187755167,0.178891487,0.209120257,0.20004809,0.181014275,0.170576719,0.202483445,0.176093046,0.167118589,0.167099389,0.166649672,0.156625413,0.163170337,0.168899629,0.150851537,0.157118807,0.151292415,0.141491567,0.146743933,0.140035063,0.148607903,0.135885542,0.133748677,0.129750508,0.127045203,0.137887675,0.143770165,0.137616794,0.129302718,0.126784958,0.117012848,0.106078751,1
00000007.wav,10,0.008193247,0.000689826,0.036743164,0.004306913,1211.923582,56.65763613,1480.064902,41.48602199,2455.637058,143.8364304,-20.2805416,1.136921767,-2.717738215,-1.481967909,-2.573149846,-0.661303442,-0.701056114,0.245074386,-0.27902178,-0.45102925,-0.758937351,-0.668907506,-0.876035058,0.244184476,0.286349987,0.239915276,0.247740254,0.244162053,0.157635632,0.150436031,0.168561273,0.128572092,0.098227768,0.12113237,0.12116471,0.131074684,-7.360510134,-7.006199906,-7.097926024,-7.036396439,-6.994010965,-7.059944789,-7.337445784,-6.759438851,-6.266645134,-7.284171158,-7.710217465,-7.896908961,-7.881736838,-8.22736083,-6.463453924,-6.657487029,-8.303771863,-8.256753655,-8.310240834,-7.262255083,-7.069059936,-8.533824473,-8.585849144,-8.38674703,-7.81920233,-8.204924193,-8.595236335,-8.56153658,-8.42065371,-8.833540276,-9.002011368,-8.630006294,-8.851151705,-8.776699369,-8.907068726,-9.186545534,-9.193428316,-9.162618014,-9.135383518,-9.209734097,-9.408951031,-9.427125757,-9.538739803,-9.640165045,-9.672107202,-9.659687592,-9.623350634,-9.696849511,-9.76609065,-9.85643095,-9.958538218,-10.06095914,-10.08971241,-10.13887543,-10.23589274,-10.33402505,-10.45448977,-10.51901853,-10.57917137,-10.79330144,-10.92119617,-10.95416002,-10.98889215,-11.12257644,0.376917041,0.385271314,0.292412126,0.326841491,0.325504241,0.326601856,0.306172008,0.115296443,0.127559784,0.170584516,0.262953644,0.295874873,0.293589624,0.247114542,0.150823537,0.153853677,0.250494698,0.257915879,0.241682946,0.208868961,0.212498657,0.256998584,0.230624351,0.219773724,0.254036971,0.221484435,0.223645322,0.201996561,0.244133236,0.221691782,0.195281868,0.270698047,0.207281189,0.194075264,0.220135417,0.194638976,0.189392402,0.180376574,0.183979719,0.171618386,0.171343247,0.162537141,0.159695533,0.168329759,0.151070009,0.144029105,0.149623186,0.148752678,0.150353475,0.144779737,0.146334685,0.136244532,0.143586067,0.130603188,0.131955219,0.137801607,0.136564442,0.235581295,0.303469086,0.120169351,0.122500532,0.104817745,0.105366397,0.121941958,1
00000008.wav,10,0.007813851,0.000589425,0.038283128,0.004344363,1325.309386,64.30189621,1596.99412,44.04487201,2753.46664,159.2546077,-19.73698588,0.113750254,-2.481074786,-1.480698734,-2.080714401,-0.596222023,-0.585509659,0.119431852,-0.285974792,-0.454351272,-0.561469254,-0.619959536,-0.849287202,0.242784108,0.233005451,0.20399751,0.280129811,0.212902944,0.151422312,0.158399631,0.159945398,0.103701692,0.10345612,0.120933348,0.097698557,0.08473411,-7.213149835,-6.853733347,-7.002015217,-7.071670706,-7.073900361,-7.276672216,-7.400891082,-6.771027602,-6.276145307,-7.340297898,-7.998342436,-7.930874611,-7.940831919,-8.261819623,-6.572700216,-6.769775344,-8.262609446,-8.287402708,-8.268173459,-7.376950447,-7.206611401,-8.572729688,-8.566478903,-8.391103002,-7.790621602,-8.052730919,-8.581715881,-8.526950522,-8.390529934,-8.746096513,-8.933830773,-8.636363786,-8.760653537,-8.739447411,-8.86895812,-9.054709817,-9.098410114,-9.083162327,-9.08367295,-9.162104269,-9.319395847,-9.353604516,-9.446799379,-9.546912577,-9.584490736,-9.600437323,-9.575306343,-9.635628204,-9.650286791,-9.739805089,-9.820921877,-9.940182479,-9.95111801,-10.01885628,-10.11409383,-10.18117873,-10.28798238,-10.33783725,-10.38204064,-10.49950426,-10.60329502,-10.67013697,-10.7131276,-10.85035411,0.364302001,0.354917024,0.306235624,0.341365858,0.325845242,0.303470585,0.343382692,0.109704664,0.110791802,0.149737713,0.287404385,0.311985271,0.303237256,0.240834283,0.142319779,0.142624197,0.25758978,0.25658145,0.262047462,0.250235256,0.282581754,0.232661131,0.241370798,0.207093434,0.230482009,0.221861452,0.233124473,0.1998741,0.221011135,0.19634761,0.188415221,0.246039734,0.195978343,0.191485414,0.222355853,0.199599328,0.18553542,0.183374153,0.193329175,0.170453481,0.158643094,0.162277075,0.161474108,0.160934822,0.153841852,0.145014585,0.147002729,0.143668148,0.141973275,0.142668387,0.151807753,0.141990178,0.137157142,0.148248514,0.138977374,0.141523559,0.136505326,0.177980815,0.186992042,0.134738406,0.139394625,0.128499892,0.130097688,0.13584723,1
00000009.wav,10,0.007961641,0.000745837,0.03723927,0.004120282,1229.167185,57.02970767,1471.71025,37.3216707,2522.005627,143.9053395,-20.30971764,0.831255897,-3.005776411,-1.001839051,-2.651455439,-0.901052465,-1.04147302,0.265631969,-0.316984622,-0.413442521,-0.833805636,-0.730579902,-0.517785464,0.261261705,0.239311428,0.184153148,0.233882709,0.187783007,0.137597346,0.146138803,0.140832603,0.13264938,0.116081086,0.122914003,0.08679446,0.09649062,-7.385646428,-6.926171611,-6.968049227,-7.311615243,-7.209147248,-7.395008501,-7.337050075,-6.690378671,-6.255663315,-7.214279407,-7.733096319,-7.767472909,-7.850441466,-7.774563583,-6.546112482,-6.75750777,-8.234288089,-8.246170163,-8.140206251,-7.304030837,-7.160619005,-8.5608564,-8.534564595,-8.387693926,-7.961639674,-8.502251966,-8.713378083,-8.602672879,-8.365210256,-8.689922354,-8.850921904,-8.620388314,-8.741263616,-8.735473909,-8.840475848,-9.029558551,-9.106425649,-9.109415323,-9.090457639,-9.159227579,-9.272054416,-9.274625264,-9.398977314,-9.532364132,-9.59865346,-9.678562901,-9.646748994,-9.692155003,-9.729488816,-9.792460718,-9.894014418,-10.00293558,-10.0087865,-10.09785201,-10.23061239,-10.3108765,-10.45010591,-10.55095798,-10.63403708,-10.80137745,-10.96974199,-11.06461391,-11.05620587,-11.18354023,0.349917128,0.316723596,0.308587828,0.30116613,0.33777076,0.295061531,0.308255666,0.203950818,0.216233293,0.205232975,0.280655529,0.314901551,0.278920266,0.227870791,0.167168014,0.17310677,0.260850303,0.253826823,0.243254231,0.206519461,0.231026462,0.255231249,0.243855094,0.223210968,0.265864171,0.200428454,0.207369214,0.209420567,0.229004906,0.21159968,0.193037743,0.22337493,0.184807261,0.188540075,0.213252774,0.182717035,0.182127797,0.188191306,0.198272771,0.17259711,0.178113592,0.163515413,0.159014585,0.16622198,0.160328464,0.152619504,0.16211446,0.149877827,0.149940616,0.145241704,0.135812035,0.123946646,0.133061062,0.138096684,0.122451878,0.13126743,0.129873017,0.123809315,0.123072956,0.122543173,0.112036979,0.112548216,0.107497079,0.109637656,1
